StockCode,semanas_activas,unidades_totales,descripcion,product_line,tasa_rotacion
23398,15,591,HANGING HEART BONHEUR,Others,39.4
23399,15,1823,HOME SWEET HOME HANGING HEART,Others,121.53333333333333
23400,14,448,SHELF WITH 4 HOOKS HOME SWEET HOME,Others,32.0
23401,14,443,RUSTIC MIRROR WITH LACE HEART,Others,31.642857142857142
23402,13,281,HOME SWEEET HOME 3 PEG HANGER,Others,21.615384615384617
23403,14,596,LETTER HOLDER HOME SWEET HOME,Others,42.57142857142857
23404,14,969,HOME SWEET HOME BLACKBOARD,Others,69.21428571428571
23405,14,237,HOME SWEET HOME 2 DRAWER CABINET,Others,16.928571428571427
23406,14,435,HOME SWEET HOME KEY HOLDER,Others,31.071428571428573
23407,15,250,SET OF 2 TRAYS HOME SWEET HOME,Others,16.666666666666668
23408,14,310,PHOTO FRAME LINEN AND LACE SMALL,Others,22.142857142857142
23409,13,208,PHOTO FRAME LINEN AND LACE LARGE,Others,16.0
23410,9,36,CURIO CABINET LINEN AND LACE,Others,4.0
23411,14,217,TRELLIS COAT RACK,Others,15.5
23412,6,351,HEART MIRROR ANTIQUE WHITE,Others,58.5
23413,12,160,VINTAGE COFFEE GRINDER BOX,Others,13.333333333333334
23414,13,139,ZINC BOX SIGN HOME,Others,10.692307692307692
23415,12,326,HOME SWEET HOME HOOK,Others,27.166666666666668
23416,10,123,CHAMBRE HOOK,Others,12.3
23417,9,140,BATHROOM HOOK,Others,15.555555555555555
23418,14,534,LAVENDER TOILETTE BOTTLE,Others,38.142857142857146
23419,14,438,HOME SWEET HOME BOTTLE,Others,31.285714285714285
23420,11,160,PANTRY HOOK TEA STRAINER,Kitchenware,14.545454545454545
23421,13,154,PANTRY HOOK SPATULA,Others,11.846153846153847
23422,12,196,PANTRY HOOK BALLOON WHISK,Others,16.333333333333332
23423,13,202,PANTRY 3 HOOK ROLLING PIN HANGER,Others,15.538461538461538
23424,14,413,GINGHAM RECIPE BOOK BOX,Others,29.5
23425,13,237,STORAGE TIN HOME SWEET HOME,Others,18.23076923076923
23426,14,1232,METAL SIGN DROP YOUR PANTS,Others,88.0
23427,13,228,STOOL HOME SWEET HOME,Others,17.53846153846154
23428,4,70,IVORY RETRO KITCHEN WALL CLOCK,Kitchenware,17.5
23429,3,44,RED RETRO KITCHEN WALL CLOCK,Kitchenware,14.666666666666666
23430,4,35,BLUE RETRO KITCHEN WALL CLOCK,Kitchenware,8.75
23431,15,1432,NATURAL HANGING QUILTED HEARTS,Others,95.46666666666667
23432,15,1274,PRETTY HANGING QUILTED HEARTS,Others,84.93333333333334
23433,14,1215,HANGING QUILTED PATCHWORK APPLES,Others,86.78571428571429
23434,14,1792,3 RAFFIA RIBBONS 50'S CHRISTMAS,Seasonal,128.0
23435,14,679,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,Seasonal,48.5
23436,18,1929,GIFT BAG LARGE VINTAGE CHRISTMAS,Seasonal,107.16666666666667
23437,16,1909,50'S CHRISTMAS GIFT BAG LARGE,Seasonal,119.3125
23438,19,1796,RED SPOT GIFT BAG LARGE,Others,94.52631578947368
23439,16,3762,HAND WARMER RED LOVE HEART,Others,235.125
23440,3,164,PAINT YOUR OWN EGGS IN CRATE,Others,54.666666666666664
23441,2,22,HAND PAINTED HANGING EASTER EGG,Seasonal,11.0
23442,4,42,12 HANGING EGGS HAND PAINTED,Others,10.5
23444,26,79,Next Day Carriage,Others,3.0384615384615383
23445,16,2667,ICE CREAM BUBBLES,Others,166.6875
23446,2,157,BLUE BUNNY EASTER EGG BASKET,Seasonal,78.5
23447,3,158,PINK BUNNY EASTER EGG BASKET,Seasonal,52.666666666666664
23448,2,25,CREAM BUNNY EASTER EGG BASKET,Seasonal,12.5
23449,1,12,SET OF 6 EASTER RAINBOW CHICKS,Seasonal,12.0
23451,9,269,SQUARE MINI PORTRAIT FRAME,Others,29.88888888888889
23452,9,510,HEART MINI PORTRAIT FRAME,Others,56.666666666666664
23453,9,323,OVAL  MINI PORTRAIT FRAME,Others,35.888888888888886
23454,8,166,SET OF 3 MINI HANGING PORTRAITS,Others,20.75
23455,9,206,SMALL PARLOUR PICTURE FRAME,Others,22.88888888888889
23456,8,158,MEDIUM PARLOUR PICTURE FRAME,Others,19.75
23457,9,105,LARGE PARLOUR PICTURE FRAME,Others,11.666666666666666
23458,8,51,DOLLY CABINET 3 DRAWERS,Others,6.375
23459,9,33,DOLLY CABINET 2 DRAWERS,Others,3.6666666666666665
23460,8,108,SWEETHEART WALL TIDY,Others,13.5
23461,11,839,SWEETHEART BIRD HOUSE,Others,76.27272727272727
23462,8,77,ROCOCO WALL MIRROR WHITE,Others,9.625
23463,5,12,VINTAGE ZINC WATERING CAN,Others,2.4
23464,5,16,VINTAGE ZINC WATERING CAN SMALL,Others,3.2
23465,7,28,TUSCAN VILLA FEEDING STATION,Others,4.0
23466,9,49,TUSCAN VILLA DOVECOTE,Others,5.444444444444445
23467,5,23,VINTAGE ZINC PLANTER,Others,4.6
23468,8,19,TUSCAN VILLA BIRD TABLE,Others,2.375
23469,11,320,CARD HOLDER LOVE BIRD SMALL,Others,29.09090909090909
23470,11,220,CARD HOLDER LOVE BIRD LARGE,Others,20.0
23471,10,65,SIX DRAWER OFFICE TIDY,Others,6.5
23472,11,55,NINE DRAWER OFFICE TIDY,Others,5.0
23473,8,666,WOODLAND SMALL RED FELT HEART,Others,83.25
23474,7,297,WOODLAND SMALL BLUE FELT HEART,Others,42.42857142857143
23475,7,280,WOODLAND SMALL PINK FELT HEART,Others,40.0
23476,7,198,WOODLAND LARGE RED FELT HEART,Others,28.285714285714285
23477,7,85,WOODLAND LARGE BLUE FELT HEART,Others,12.142857142857142
23478,4,278,WOODLAND LARGE PINK FELT HEART,Others,69.5
23479,8,110,WIRE EGG BASKET,Others,13.75
23480,8,1719,MINI LIGHTS WOODLAND MUSHROOMS,Others,214.875
23481,8,217,PEARLISED IVORY HEART SMALL,Others,27.125
23482,8,415,PEARLISED IVORY HEART LARGE,Others,51.875
23483,10,1322,HANGING  BUTTERFLY T-LIGHT HOLDER,Others,132.2
23484,9,174,HEART TRELLISTRIPLE T-LIGHT HOLDER,Others,19.333333333333332
23485,8,259,BOTANICAL GARDENS WALL CLOCK,Others,32.375
23486,8,267,ANTIQUE HEART SHELF UNIT,Others,33.375
23487,8,78,SWEET HEART CAKE CARRIER,Others,9.75
23489,8,876,"GARLAND, VINTAGE BELLS",Others,109.5
23490,9,539,T-LIGHT HOLDER HANGING LOVE BIRD,Others,59.888888888888886
23491,8,226,VINTAGE JINGLE BELLS HEART,Others,28.25
23492,8,74,VINTAGE JINGLE BELLS WREATH,Others,9.25
23493,12,3522,VINTAGE DOILY TRAVEL SEWING KIT,Others,293.5
23494,12,726,VINTAGE DOILY DELUXE SEWING KIT,Others,60.5
23495,7,192,SET OF 3 PANTRY WOODEN SPOONS,Others,27.428571428571427
23496,7,88,PANTRY KITCHEN THERMOMETER,Kitchenware,12.571428571428571
23497,7,2514,CLASSIC CHROME BICYCLE BELL,Others,359.14285714285717
23498,3,1591,CLASSIC BICYCLE CLIPS,Others,530.3333333333334
23499,8,1247,SET 12 VINTAGE DOILY CHALK,Others,155.875
23500,10,1585,KEY RING BASEBALL BOOT ASSORTED,Others,158.5
23501,10,1772,KEY RING BASEBALL BOOT UNION JACK,Others,177.2
23502,12,690,PLAYING CARDS VINTAGE DOILY,Others,57.5
23503,12,3435,PLAYING CARDS KEEP CALM & CARRY ON,Others,286.25
23504,12,1668,PLAYING CARDS JUBILEE UNION JACK,Others,139.0
23505,12,1065,PLAYING CARDS I LOVE LONDON,Others,88.75
23506,12,2718,MINI PLAYING CARDS SPACEBOY,Others,226.5
23507,12,2841,MINI PLAYING CARDS BUFFALO BILL,Others,236.75
23508,12,2476,MINI PLAYING CARDS DOLLY GIRL,Others,206.33333333333334
23509,12,1043,MINI PLAYING CARDS FUN FAIR,Others,86.91666666666667
23510,12,2298,MINI PLAYING CARDS GYMKHANA,Others,191.5
23511,12,526,EMBROIDERED RIBBON REEL EMILY,Others,43.833333333333336
23512,12,485,EMBROIDERED RIBBON REEL ROSIE,Others,40.416666666666664
23513,12,556,EMBROIDERED RIBBON REEL SUSIE,Others,46.333333333333336
23514,11,458,EMBROIDERED RIBBON REEL SALLY,Others,41.63636363636363
23515,12,558,EMBROIDERED RIBBON REEL DAISY,Others,46.5
23516,11,292,EMBROIDERED RIBBON REEL SOPHIE,Others,26.545454545454547
23517,12,312,EMBROIDERED RIBBON REEL REBECCA,Others,26.0
23518,10,358,EMBROIDERED RIBBON REEL RACHEL,Others,35.8
23519,9,219,EMBROIDERED RIBBON REEL CLAIRE,Others,24.333333333333332
23520,11,166,EMBROIDERED RIBBON REEL RUBY,Others,15.090909090909092
23521,9,388,CAT AND BIRD WALL ART,Others,43.111111111111114
23522,8,341,DOG AND BALL WALL ART,Others,42.625
23523,10,357,TREASURE AHOY WALL ART,Others,35.7
23524,11,465,HORSE & PONY WALL ART,Others,42.27272727272727
23525,10,568,BUFFALO BILL WALL ART,Others,56.8
23526,10,882,DOG LICENCE WALL ART,Others,88.2
23527,10,416,ANIMALS AND NATURE WALL ART,Others,41.6
23528,9,462,SPACEBOY WALL ART,Others,51.333333333333336
23529,10,629,DOLLY GIRL WALL ART,Others,62.9
23530,10,1043,WALL ART ONLY ONE PERSON,Others,104.3
23531,10,963,WALL ART BIG LOVE,Others,96.3
23532,8,205,WALL ART WORK REST AND PLAY,Others,25.625
23533,9,210,WALL ART GARDEN HAVEN,Others,23.333333333333332
23534,11,1207,STOP FOR TEA WALL ART,Kitchenware,109.72727272727273
23535,11,1128,BICYCLE SAFTEY WALL ART,Others,102.54545454545455
23536,10,613,VILLAGE SHOW WALL ART,Others,61.3
23537,9,98,WALL ART I LOVE LONDON,Others,10.88888888888889
23538,7,327,WALL ART VINTAGE HEART,Others,46.714285714285715
23539,10,237,WALL ART LOVES' SECRET,Others,23.7
23540,7,146,WALL ART THE MAGIC FOREST,Others,20.857142857142858
23541,10,829,WALL ART CLASSIC PUDDINGS,Others,82.9
23542,10,484,70'S ALPHABET WALL ART,Others,48.4
23543,10,1228,KEEP CALM WALL ART,Others,122.8
23544,8,164,WALL ART MID CENTURY MODERN,Others,20.5
23545,21,2475,WRAP RED DOILEY,Others,117.85714285714286
23546,21,3275,WRAP PAISLEY PARK,Others,155.95238095238096
23547,20,1575,WRAP FLOWER SHOP,Others,78.75
23548,18,1075,WRAP MAGIC FOREST,Others,59.72222222222222
23549,19,1300,WRAP BIRD GARDEN,Others,68.42105263157895
23550,20,1850,WRAP ALPHABET POSTER,Others,92.5
23551,15,1617,PACK OF 12 PAISLEY PARK TISSUES,Others,107.8
23552,3,1731,BICYCLE PUNCTURE REPAIR KIT,Others,577.0
23553,8,558,LANDMARK FRAME CAMDEN TOWN,Others,69.75
23554,8,421,LANDMARK FRAME OXFORD STREET,Others,52.625
23555,8,422,LANDMARK FRAME NOTTING HILL,Others,52.75
23556,8,438,LANDMARK FRAME COVENT GARDEN,Others,54.75
23557,8,347,LANDMARK FRAME BAKER STREET,Others,43.375
23558,8,413,LANDMARK FRAME LONDON BRIDGE,Others,51.625
23559,14,566,WOODLAND BUNNIES LOLLY MAKERS,Others,40.42857142857143
23560,3,164,SET OF 6 RIBBONS COUNTRY STYLE,Others,54.666666666666664
23561,3,167,SET OF 6 RIBBONS PARTY,Others,55.666666666666664
23562,3,245,SET OF 6 RIBBONS PERFECTLY PRETTY,Others,81.66666666666667
23564,9,587,EGG CUP MILKMAID INGRID,Others,65.22222222222223
23565,9,348,EGG CUP MILKMAID HELGA,Others,38.666666666666664
23566,8,786,EGG CUP MILKMAID HEIDI,Others,98.25
23567,8,187,EGG CUP HENRIETTA HEN PINK,Others,23.375
23568,9,580,EGG CUP HENRIETTA HEN CREAM,Others,64.44444444444444
23569,8,933,TRADTIONAL ALPHABET STAMP SET,Others,116.625
23570,8,1846,TRADITIONAL PICK UP STICKS GAME,Toys & Games,230.75
23571,8,2036,TRADITIONAL NAUGHTS & CROSSES,Others,254.5
23574,10,14,PACKING CHARGE,Others,1.4
23575,3,164,SNACK TRAY PAISLEY PARK,Others,54.666666666666664
23576,3,185,SNACK TRAY RED VINTAGE DOILY,Others,61.666666666666664
23578,3,56,SNACK TRAY RED GINGHAM,Others,18.666666666666668
23579,5,151,SNACK TRAY I LOVE LONDON,Others,30.2
23580,3,111,SNACK TRAY HAPPY FOREST,Others,37.0
23581,7,4373,JUMBO BAG PAISLEY PARK,Others,624.7142857142857
23582,7,4447,VINTAGE DOILY JUMBO BAG RED,Others,635.2857142857143
23583,7,3315,LUNCH BAG PAISLEY PARK,Others,473.57142857142856
23597,5,248,PAPER BUNTING PAISLEY PARK,Stationery,49.6
23598,5,421,PAPER BUNTING VINTAGE PARTY,Stationery,84.2
23630,1,1,SET 10 CARDS HANGING BAUBLES 17080,Others,1.0
23660,7,293,HENRIETTA HEN MUG,Kitchenware,41.857142857142854
23661,8,204,MILK MAIDS MUG,Kitchenware,25.5
23664,1,1,FLOWER SHOP DESIGN MUG,Kitchenware,1.0
23681,6,1548,LUNCH BAG RED VINTAGE DOILY,Others,258.0
23691,6,1175,KEEP CALM BIRTHDAY WRAP,Others,195.83333333333334
23692,2,50,WRAP A PRETTY THANK YOU,Others,25.0
23694,4,348,PAISLEY PARK CARD,Others,87.0
23695,5,727,DOILY THANK YOU CARD,Others,145.4
23697,5,438,A PRETTY THANK YOU CARD,Others,87.6
23702,3,4,High Resolution Image,Others,1.3333333333333333
23843,1,80995,"PAPER CRAFT , LITTLE BIRDIE",Stationery,80995.0
35001G,17,157,HAND OPEN SHAPE GOLD,Others,9.235294117647058
35001W,3,92,HAND OPEN SHAPE DECO.WHITE,Others,30.666666666666668
35004B,27,475,SET OF 3 BLACK FLYING DUCKS,Others,17.59259259259259
35004C,11,393,SET OF 3 COLOURED  FLYING DUCKS,Others,35.72727272727273
35004G,18,126,SET OF 3 GOLD FLYING DUCKS,Others,7.0
35004P,1,1,SET OF 3 PINK FLYING DUCKS,Others,1.0
35095A,25,811,BLUE VICTORIAN FABRIC OVAL BOX,Others,32.44
35095B,26,772,RED VICTORIAN FABRIC OVAL BOX,Others,29.692307692307693
35241,18,89,ENAMEL BLUE RIM BISCUIT BIN,Others,4.944444444444445
35265,9,16,COLOURFUL FLOWER FRUIT BOWL,Kitchenware,1.7777777777777777
35271S,1,19,GOLD PRINT PAPER BAG,Stationery,19.0
35400,3,10,WOODEN BOX ADVENT CALENDAR,Others,3.3333333333333335
35443,5,7,RASTA IN BATH W SPLIFF ASHTRAY,Others,1.4
35471D,35,1668,SET OF 3 BIRD LIGHT PINK FEATHER,Others,47.65714285714286
35591T,4,5,TURQUOISE CHRISTMAS TREE,Seasonal,1.25
35597A,1,1,DUSTY PINK CHRISTMAS TREE 30CM,Seasonal,1.0
35597B,1,1,BLACKCHRISTMAS TREE 30CM,Seasonal,1.0
35597D,2,46,PINK/WHITE CHRISTMAS TREE 30CM,Seasonal,23.0
35598A,1,9,DUSTY PINK CHRISTMAS TREE 60CM,Seasonal,9.0
35598B,12,554,BLACK CHRISTMAS TREE 60CM,Seasonal,46.166666666666664
35598C,2,2,WHITE CHRISTMAS TREE 60CM,Seasonal,1.0
35598D,15,660,PINK/WHITE CHRISTMAS TREE 60CM,Seasonal,44.0
35599B,14,209,BLACK CHRISTMAS TREE 120CM,Seasonal,14.928571428571429
35599D,12,186,PINK AND WHITE CHRISTMAS TREE 120CM,Seasonal,15.5
35607A,1,24,PINK FLUFFY CHRISTMAS DECORATION,Seasonal,24.0
35607B,7,96,BLACK FEATHER CHRISTMAS DECORATION,Seasonal,13.714285714285714
35610A,1,8,PINK CHRISTMAS FLOCK DROPLET,Seasonal,8.0
35610B,1,24,BLACK CHRISTMAS FLOCK DROPLET,Seasonal,24.0
35610C,1,24,WHITE CHRISTMAS FLOCK DROPLET,Seasonal,24.0
35637A,16,166,IVORY STRING CURTAIN WITH POLE,Others,10.375
35637C,6,28,PINK STRING CURTAIN WITH POLE,Others,4.666666666666667
35638A,5,38,PINK AND BLACK STRING CURTAIN,Others,7.6
35638B,4,56,PINK/BLUE STRING CURTAIN,Others,14.0
35645,2,4,VINTAGE BEAD PINK JEWEL BOX,Others,2.0
35646,28,513,VINTAGE BEAD PINK EVENING BAG,Others,18.321428571428573
35647,2,13,VINTAGE BEAD PINK SHADE,Others,6.5
35648,33,814,VINTAGE BEAD PINK PURSE,Others,24.666666666666668
35649,6,16,VINTAGE BEAD COSMETIC BAG,Others,2.6666666666666665
35650,1,1,VINTAGE BEAD PINK JEWEL STAND,Others,1.0
35651,19,330,VINTAGE BEAD PINK SCARF,Others,17.36842105263158
35653,14,47,VINTAGE BEAD NOTEBOOK,Stationery,3.357142857142857
35809A,18,389,ENAMEL PINK TEA CONTAINER,Kitchenware,21.61111111111111
35809B,2,8,ENAMEL BLUE RIM TEA CONTAINER,Kitchenware,4.0
35810A,27,603,ENAMEL PINK COFFEE CONTAINER,Others,22.333333333333332
35810B,12,147,ENAMEL BLUE RIM COFFEE CONTAINER,Others,12.25
35815P,4,162,"ACRYLIC JEWEL SNOWFLAKE, PINK",Others,40.5
35816P,2,78,"ACRYLIC JEWEL ANGEL,PINK",Others,39.0
35817P,2,18,PINK ACRYLIC JEWEL SNOWFLAKE,Others,9.0
35818B,3,31,"ACRYLIC JEWEL ICICLE, BLUE",Others,10.333333333333334
35818P,11,264,"ACRYLIC JEWEL ICICLE, PINK",Others,24.0
35819B,12,268,"ACRYLIC HANGING JEWEL,BLUE",Others,22.333333333333332
35819P,6,95,"ACRYLIC HANGING JEWEL,PINK",Others,15.833333333333334
35833P,9,37,4 PINK FLOCK CHRISTMAS BALLS,Seasonal,4.111111111111111
35909A,3,8,RABBIT EASTER DECORATION,Seasonal,2.6666666666666665
35909B,2,8,PINK FLOWERS RABBIT EASTER,Seasonal,4.0
35910A,4,20,MULTICOLOUR EASTER RABBIT,Seasonal,5.0
35910B,3,13,PINK FLOWERS RABBIT EASTER,Seasonal,4.333333333333333
35911A,19,205,MULTICOLOUR RABBIT EGG WARMER,Others,10.789473684210526
35911B,3,17,PINK/FLOWER RABBIT EGG WARMER,Others,5.666666666666667
35912B,14,249,WHITE/PINK CHICK DECORATION,Others,17.785714285714285
35913B,9,35,WHITE/PINK CHICK EASTER DECORATION,Seasonal,3.888888888888889
35914,11,136,PINK CHICK EGG WARMER + EGG CUP,Others,12.363636363636363
35915B,8,91,BLUE KNITTED HEN,Others,11.375
35915C,7,49,PEACH KNITTED HEN,Others,7.0
35916A,3,20,YELLOW FELT HANGING HEART W FLOWER,Others,6.666666666666667
35916B,1,6,BLUE FELT HANGING HEART WITH FLOWER,Others,6.0
35916C,5,54,PINK FELT HANGING HEART W FLOWER,Others,10.8
35920,9,67,FOUR RABBIT EASTER DECORATIONS,Seasonal,7.444444444444445
35921,8,54,EASTER BUNNY HANGING GARLAND,Seasonal,6.75
35922,8,28,EASTER BUNNY WREATH,Seasonal,3.5
35923,22,1265,CANDY HEART HANGING DECORATION,Others,57.5
35924,22,724,HANGING FAIRY CAKE DECORATION,Others,32.90909090909091
35933,10,222,PINK STOCKING CHRISTMAS DECORATION,Seasonal,22.2
35953,18,3017,FOLKART STAR CHRISTMAS DECORATIONS,Seasonal,167.61111111111111
35954,14,1124,SMALL FOLKART STAR CHRISTMAS DEC,Seasonal,80.28571428571429
35957,3,558,SMALLFOLKART BAUBLE CHRISTMAS DEC,Seasonal,186.0
35958,2,12,FOLKART ZINC STAR CHRISTMAS DEC,Seasonal,6.0
35961,47,2692,FOLKART ZINC HEART CHRISTMAS DEC,Seasonal,57.276595744680854
35964,12,624,FOLKART CLIP ON STARS,Others,52.0
35965,21,181,FOLKART HEART NAPKIN RINGS,Others,8.619047619047619
35966,2,27,FOLKART CHRISTMAS TREE T-LIGHT HOLD,Seasonal,13.5
35967,19,381,FOLK ART METAL STAR T-LIGHT HOLDER,Others,20.05263157894737
35968,15,145,FOLK ART METAL HEART T-LIGHT HOLDER,Others,9.666666666666666
35970,26,4647,ZINC FOLKART SLEIGH BELLS,Others,178.73076923076923
35971,31,423,ROSE FOLKART HEART DECORATIONS,Others,13.64516129032258
35972,13,96,DAISY FOLKART HEART DECORATION,Others,7.384615384615385
37327,28,1375,ASSTD MULTICOLOUR CIRCLES MUG,Kitchenware,49.107142857142854
37330,1,6,BIG POLKADOT MUG,Kitchenware,6.0
37333,9,14,"RETRO ""TEA FOR ONE"" ",Kitchenware,1.5555555555555556
37340,33,2042,MULTICOLOUR SPRING FLOWER MUG,Kitchenware,61.878787878787875
37342,26,1435,POLKADOT COFFEE CUP & SAUCER PINK,Others,55.19230769230769
37343,7,62,POLKADOT MUG PINK,Kitchenware,8.857142857142858
37351,1,4,ORANGE FLOWER MUG,Kitchenware,4.0
37370,34,2508,RETRO COFFEE MUGS ASSORTED,Kitchenware,73.76470588235294
37379A,1,6,PINK CHERRY BLOSSOM CUP & SAUCER,Others,6.0
37413,35,701,ICON MUG REVOLUTIONARY,Kitchenware,20.02857142857143
37423,3,78,WHITE WITH BLACK CATS PLATE,Kitchenware,26.0
37444A,10,49,YELLOW BREAKFAST CUP AND SAUCER,Others,4.9
37444B,3,4,BLUE BREAKFAST CUP AND SAUCER,Others,1.3333333333333333
37444C,6,21,PINK BREAKFAST CUP AND SAUCER,Others,3.5
37446,49,1297,MINI CAKE STAND WITH HANGING CAKES,Others,26.46938775510204
37447,39,757,CERAMIC CAKE DESIGN SPOTTED PLATE,Kitchenware,19.41025641025641
37448,47,1404,CERAMIC CAKE DESIGN SPOTTED MUG,Kitchenware,29.872340425531913
37449,47,562,CERAMIC CAKE STAND + HANGING CAKES,Others,11.957446808510639
37450,38,668,CERAMIC CAKE BOWL + HANGING CAKES,Kitchenware,17.57894736842105
37461,1,1,FUNKY MONKEY MUG,Kitchenware,1.0
37462E,4,27,"PET MUG, GOLDFISH",Kitchenware,6.75
37464,2,3,ROBOT MUG IN DISPLAY BOX,Kitchenware,1.5
37467,10,128,PIG MUG IN TWO COLOUR DESIGNS,Kitchenware,12.8
37468,10,64,HARDMAN MUG 3 ASSORTED,Kitchenware,6.4
37471,1,12,MULTICOLOUR POLKADOT PLATE,Kitchenware,12.0
37475,18,57,SET/4 COLOURFUL MIXING BOWLS,Kitchenware,3.1666666666666665
37476,7,17,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,Kitchenware,2.4285714285714284
37479B,14,127,CUBIC MUG FLOCK BLUE ON BROWN,Kitchenware,9.071428571428571
37479P,17,130,CUBIC MUG FLOCK PINK ON BROWN,Kitchenware,7.647058823529412
37482P,10,489,CUBIC MUG PINK POLKADOT,Kitchenware,48.9
37487B,1,68,YELLOW/ORANGE FLOWER DESIGN PLATE,Kitchenware,68.0
37488A,3,28,YELLOW PINK FLOWER DESIGN BIG BOWL,Kitchenware,9.333333333333334
37489A,14,33,YELLOW/PINK FLOWER DESIGN BIG MUG,Kitchenware,2.357142857142857
37489B,12,31,BLUE/YELLOW FLOWER DESIGN BIG MUG,Kitchenware,2.5833333333333335
37489C,8,23,GREEN/BLUE FLOWER DESIGN BIG MUG,Kitchenware,2.875
37489D,15,40,PINK/GREEN FLOWER DESIGN BIG MUG,Kitchenware,2.6666666666666665
37491B,1,4,BLUE/YELLOW CERAMIC CANDLE HOLDER,Others,4.0
37491C,1,8,GREEN/BLUE CERAMIC CANDLE HOLDER,Others,8.0
37491D,1,2,PURPLE/BLUE CERAMIC CANDLE HOLDER,Others,2.0
37495,39,428,FAIRY CAKE BIRTHDAY CANDLE SET,Others,10.974358974358974
37500,35,338,TEA TIME TEAPOT IN GIFT BOX,Kitchenware,9.657142857142857
37501,17,102,TEA TIME TEA SET IN GIFT BOX,Kitchenware,6.0
37509,2,2,NEW ENGLAND MUG W GIFT BOX,Kitchenware,1.0
40001,25,755,WHITE BAMBOO RIBS LAMPSHADE,Others,30.2
40003,10,147,WHITE BAMBOO RIBS LAMPSHADE,Others,14.7
40005B,4,12,BLUE ORGANDY ROUND LAMPSHADE W BEA,Others,3.0
40016,34,5524,CHINESE DRAGON PAPER LANTERNS,Stationery,162.47058823529412
40046A,6,50,RED DAISY PAPER LAMPSHADE,Stationery,8.333333333333334
44089A,4,15,PINK GAUZE BUTTERFLY LAMPSHADE,Others,3.75
44089C,5,24,LILAC GAUZE BUTTERFLY LAMPSHADE,Others,4.8
44091A,3,9,BLUE CRUSOE CHECK LAMPSHADE,Others,3.0
44092B,5,14,BLUE WHITE PLASTIC RINGS LAMPSHADE,Others,2.8
44092C,6,20,PURPLE/COPPER HANGING LAMPSHADE,Others,3.3333333333333335
44228,2,36,CANNABIS LEAF BEAD CURTAIN,Others,18.0
44234,15,645,ASSORTED CIRCULAR MOBILE,Others,43.0
44235,11,539,ASS COL CIRCLE MOBILE,Others,49.0
44236,4,52,PINK/PURPLE CIRCLE CURTAIN,Others,13.0
44242A,1,12,LILAC FEATHERS CURTAIN,Others,12.0
44242B,3,52,PINK FEATHERS CURTAIN,Others,17.333333333333332
44265,1,2,M/COLOUR POM-POM CURTAIN,Others,2.0
45013,2,3,FOLDING SHOE TIDY,Others,1.5
46000M,45,1008,POLYESTER FILLER PAD 45x45cm,Others,22.4
46000P,4,17,POLYESTER FILLER PAD 65CMx65CM,Others,4.25
46000R,23,101,POLYESTER FILLER PAD 45x30cm,Others,4.391304347826087
46000S,47,1551,POLYESTER FILLER PAD 40x40cm,Others,33.0
46000U,22,107,POLYESTER FILLER PAD 30CMx30CM,Others,4.863636363636363
46115B,2,12,GREEN POP ART MAO CUSHION COVER,Home Decor,6.0
46118,15,193,FUNKY MONKEY CUSHION COVER,Home Decor,12.866666666666667
46126A,4,48,ELVIS WALLHANGING / CURTAIN,Others,12.0
46138B,9,43,BLUE CHENILLE SHAGGY CUSHION COVER,Home Decor,4.777777777777778
46775D,11,24,SUNSET COLOUR CHUNKY KNITTED THROW,Others,2.1818181818181817
46776A,6,14,WOVEN BUBBLE GUM CUSHION COVER,Home Decor,2.3333333333333335
46776B,7,15,WOVEN BERRIES CUSHION COVER,Home Decor,2.142857142857143
46776C,6,11,WOVEN FROST CUSHION COVER,Home Decor,1.8333333333333333
46776D,3,12,WOVEN SUNSET CUSHION COVER,Home Decor,4.0
46776E,5,14,WOVEN CANDY CUSHION COVER,Home Decor,2.8
46776F,7,19,WOVEN ROSE GARDEN CUSHION COVER,Home Decor,2.7142857142857144
47013A,4,14,WINE BOTTLE DRESSING LT.BLUE,Others,3.5
47013C,7,43,WINE BOTTLE DRESSING DARK BLUE,Others,6.142857142857143
47016,1,2,LIGHT DECORATION BATTERY OPERATED,Others,2.0
47021G,8,518,SET/6 BEAD COASTERS GAUZE BAG GOLD,Others,64.75
47310M,29,265,"SMALL POP BOX,FUNKY MONKEY",Others,9.137931034482758
47341A,4,27,FUSCHIA TABLE RUN FLOWER,Others,6.75
47341B,10,45,BLUE TABLE RUN FLOWER,Others,4.5
47343A,11,159,FUSCHIA FLOWER PURSE WITH BEADS,Others,14.454545454545455
47344B,5,44,BLUE FLOWER DES PURSE,Others,8.8
47348A,11,97,FUSCHIA VOILE POINTY SHOE DEC,Others,8.818181818181818
